ID,154,580,960,1644,2059,2531,2687,2996,3007,3192,4348,802,424,577,1955,2163b,2165,2347,2401,2461,3171,3690,4052,4156
OA028,2,2,3,3,2,5,1,7,3,4,3,3,4,4,5,5,3,4,4,2,3,3,7,2
CDC_G00961_TAIWAN_1,2,2,3,3,2,5,1,7,3,4,3,3,4,4,5,5,3,4,4,2,3,3,8,2
IT801,2,2,3,3,2,2,1,7,3,4,3,3,4,4,5,5,3,4,4,2,3,3,8,2
BJ81,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,3,7,2
LT_1604/11,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,3,7,2
SEA201100031,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,4,7,2
CDC_G01340_INDIA_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,4,7,2
CDC_G01342_UNITED STATES_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,5,7,2
CDC_G00622_CHINA_1,2,2,3,3,2,2,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,3,4,2
WANG57,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
R06-0336,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
W150-6802,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
W69-5418,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
W79-7053,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
W91-6479,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_INDIA_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_INDIA_2,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_PUERTO RICO_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_PUERTO RICO_2,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_PUERTO RICO_3,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_PUERTO RICO_4,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_PUERTO RICO_5,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_PUERTO RICO_6,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_PUERTO RICO_7,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_PUERTO RICO_8,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_PUERTO RICO_9,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_UNITED STATES_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_UNITED STATES_2,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_UNITED STATES_3,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_UNITED STATES_4,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_UNITED STATES_5,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_UNITED STATES_6,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_UNITED STATES_7,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
CDC_G01315_UNITED STATES_8,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,4,8,2
NIKO82,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,4,8,2
NIKO92,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,4,8,2
WANG56,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,4,8,2
CDC_G00213_INDIA_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,4,8,2
CDC_G01341_CHINA_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,4,8,2
CDC_G01341_CHINA_2,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,4,8,2
CDC_G01341_CHINA_3,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,4,8,2
CDC_G01341_PHILIPPINES_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,5,3,4,4,2,3,4,8,2
W4-8159,2,2,3,3,2,5,1,7,3,5,3,2,4,4,5,4,3,4,4,2,3,4,8,2
3015/05,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,3,8,2
R08-0277,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,3,8,2
CDC_G01312_CHINA_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,3,8,2
CDC_G01312_PUERTO RICO_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,3,8,2
CDC_G01312_UNITED STATES_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,3,8,2
CDC_G00211_CHINA_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,5,4,3,4,4,2,3,3,10,2
CDC_G00835_CHINA_1,2,2,3,3,2,5,1,6,3,5,3,3,4,4,5,5,3,4,4,2,3,4,8,2
CDC_G00991_MEXICO_1,2,2,3,3,2,5,1,7,3,5,2,3,4,4,4,5,3,4,4,2,3,4,8,2
CDC_G00991_MEXICO_2,2,2,3,3,2,5,1,7,3,5,2,3,4,4,4,5,3,4,4,2,3,4,8,2
CDC_G00991_UNITED STATES_1,2,2,3,3,2,5,1,7,3,5,2,3,4,4,4,5,3,4,4,2,3,4,8,2
CDC_G00991_UNITED STATES_2,2,2,3,3,2,5,1,7,3,5,2,3,4,4,4,5,3,4,4,2,3,4,8,2
CDC_G00991_UNITED STATES_3,2,2,3,3,2,5,1,7,3,5,2,3,4,4,4,5,3,4,4,2,3,4,8,2
CDC_G00990_HONDURAS_1,2,2,3,3,2,5,1,7,3,5,2,3,4,4,4,5,3,4,4,2,3,4,4,2
CDC_G00524_LIBERIA_1,2,2,3,2,2,5,1,7,3,5,2,3,4,4,4,5,3,4,4,2,3,4,8,2
CDC_G00716_UNITED STATES_1,2,2,3,3,2,5,1,5,3,5,3,3,4,4,4,5,3,4,4,2,3,4,8,2
CDC_G01634_UNITED STATES_1,2,2,3,3,2,5,1,8,3,5,3,3,4,4,4,5,3,4,4,2,3,4,8,2
CDC_G01233_UNITED STATES_1,2,2,3,3,2,5,1,7,3,5,3,3,4,4,4,5,3,4,4,2,3,4,9,2
CDC_G01233_UNITED STATES_2,2,2,3,3,2,5,1,7,3,5,3,3,4,4,4,5,3,4,4,2,3,4,9,2
